	N1_1	N2_1	N3_1	N4_1	N5_1	N7_1	N9_1	N11_1	N13_1	N14_1	N15_1	W1_1	W3_1	W5_1	W6_1	W7_1	W10_1	W11_1	W12_1	W14_1
313734	0	1	0	2	0	0	1	1	1	0	2	1	1	1	8	10	0	6	2	4
811427	0	1	0	0	1	2	0	0	6	1	3	0	1	5	1	0	4	1	15	0
47365	0	0	11	2	1	1	0	0	19	0	1	1	1	1	1	1	0	0	0	1
281873	4	2	0	1	0	1	0	0	3	0	1	2	4	1	13	1	6	0	1	1
New.ReferenceOTU28843	3	0	5	7	7	2	1	1	2	0	3	0	3	1	3	0	1	2	0	0
99956	0	0	1	0	0	1	0	4	3	1	4	1	6	1	3	12	2	2	0	0
New.ReferenceOTU22318	4	10	8	0	1	1	0	0	0	1	3	0	0	0	5	0	1	1	5	1
16915	3	10	2	9	1	0	0	0	5	0	3	1	5	0	0	0	0	0	0	2
New.ReferenceOTU38452	0	0	5	1	2	1	1	4	1	0	3	0	0	1	2	3	0	1	7	9
4417996	6	8	2	0	1	0	1	0	2	0	1	4	2	0	11	1	0	0	1	1
New.ReferenceOTU32282	0	1	0	0	0	0	0	1	10	1	3	0	0	1	5	1	2	2	4	10
New.ReferenceOTU14926	10	8	3	1	4	2	0	1	3	0	1	0	0	1	6	1	0	0	0	0
New.ReferenceOTU56140	0	0	0	0	0	3	8	4	3	1	3	7	1	0	0	8	0	0	0	3
New.ReferenceOTU12907	1	0	0	1	0	3	0	6	1	12	3	2	1	2	0	3	0	1	0	5
New.ReferenceOTU2557	0	0	0	0	0	2	9	5	0	10	2	12	0	0	0	1	0	0	0	0
New.ReferenceOTU35313	0	0	0	0	0	0	5	3	5	0	6	0	0	0	1	1	1	5	13	1
New.ReferenceOTU9843	0	0	0	0	0	0	0	1	0	15	1	0	1	2	0	8	0	0	3	10
New.ReferenceOTU57191	0	0	0	0	0	1	2	13	1	23	1	0	0	0	0	0	0	0	0	0
New.ReferenceOTU9724	1	1	1	2	1	4	0	0	1	0	2	2	12	3	0	2	0	4	2	2
4343749	0	0	0	7	0	4	6	12	2	9	0	0	0	0	0	0	0	0	0	0
1554686	6	4	0	1	1	1	1	2	5	0	1	7	2	4	2	0	0	3	0	0
306710	2	0	0	10	1	2	1	0	1	2	0	0	2	0	1	1	0	0	7	10
4414951	1	9	1	2	5	1	1	0	4	0	1	2	1	0	4	0	0	1	3	4
2651333	1	0	5	0	1	1	0	1	0	4	1	0	0	2	1	3	0	1	2	17
136025	1	2	0	4	0	1	7	6	5	9	3	0	0	0	0	1	0	1	0	0
182891	16	0	10	0	10	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
4170478	0	0	1	12	6	4	2	0	1	0	2	0	0	0	0	0	0	0	6	6
New.ReferenceOTU49045	0	0	0	3	0	6	6	3	8	4	6	2	1	0	0	0	0	0	1	0
New.ReferenceOTU17453	2	0	12	4	18	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
New.ReferenceOTU24301	0	0	0	0	0	7	10	6	3	0	5	0	1	0	0	0	0	0	7	1
New.ReferenceOTU42561	0	0	0	2	0	1	3	1	2	5	1	1	4	15	0	3	0	2	0	0
New.ReferenceOTU32759	0	0	1	5	0	3	5	5	1	5	5	1	1	0	4	2	1	0	1	0
4308585	0	0	0	6	0	3	0	9	4	3	4	0	0	0	0	8	0	1	0	1
4308189	1	5	7	1	1	2	0	2	2	0	1	5	5	3	1	0	1	1	1	0
New.ReferenceOTU34624	0	0	0	34	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
541299	2	2	2	10	6	0	1	0	2	1	1	2	1	1	0	0	1	0	0	7
796865	2	23	0	2	1	0	0	3	2	0	1	3	1	0	0	0	0	1	0	0
689696	1	8	4	1	1	3	3	0	3	5	2	0	2	0	0	1	0	0	1	4
2801319	0	0	0	0	0	4	9	3	3	2	2	0	1	0	1	1	0	2	4	7
New.ReferenceOTU14916	0	0	0	6	0	8	2	6	5	4	1	4	2	0	1	0	0	0	0	0
New.ReferenceOTU16322	0	1	0	1	1	0	0	0	9	1	4	1	0	6	1	0	1	2	3	8
New.ReferenceOTU9722	0	0	2	0	5	3	1	0	0	1	0	1	0	4	2	6	0	0	5	9
New.ReferenceOTU49968	0	1	0	0	0	5	2	1	3	0	1	7	6	2	4	0	3	2	1	1
New.ReferenceOTU18719	0	0	0	0	0	3	5	9	1	4	5	2	1	1	2	2	0	0	3	1
4469172	0	0	0	5	0	4	3	5	0	3	2	3	0	0	0	2	0	0	6	6
963825	0	5	0	1	1	1	1	1	0	0	2	2	18	2	0	4	1	0	0	0
New.ReferenceOTU41064	3	0	5	0	16	0	0	0	2	0	0	0	0	1	3	6	0	1	1	1
240170	0	2	1	14	0	3	0	2	1	3	1	0	6	3	1	0	2	0	0	0
New.ReferenceOTU10980	2	1	3	0	16	2	1	0	0	0	0	0	4	1	2	1	2	1	3	0
New.ReferenceOTU53562	1	0	3	1	0	1	1	5	0	0	1	2	2	0	0	3	1	8	2	8
New.ReferenceOTU8482	0	0	0	9	0	5	7	4	6	1	5	0	0	0	0	1	0	1	0	0
New.ReferenceOTU19746	0	0	1	12	0	4	4	5	4	6	3	0	0	0	0	0	0	0	0	0
New.ReferenceOTU680	0	0	1	3	4	2	4	3	1	2	3	3	1	1	3	3	1	0	3	1
New.ReferenceOTU34957	0	0	0	0	0	3	2	3	1	7	5	12	3	0	0	2	0	0	0	1
1135798	0	0	1	10	3	0	3	7	2	3	2	0	0	0	4	1	0	0	1	1
960682	1	0	19	0	0	3	4	0	2	0	0	0	4	0	0	3	1	0	1	0
4379980	2	1	4	2	3	3	0	2	5	1	2	0	0	1	0	3	1	1	3	4
647775	0	9	2	2	1	3	1	1	0	0	0	6	3	1	1	1	4	0	0	3
New.ReferenceOTU1263	0	0	0	11	0	3	1	4	3	2	0	0	0	0	8	0	0	0	6	0
1852712	0	11	1	4	1	3	0	1	5	1	1	0	4	1	0	0	0	0	4	1
4470874	1	0	1	1	2	1	1	0	11	1	1	3	10	0	2	0	0	0	1	2
New.ReferenceOTU1707	0	1	3	0	1	1	0	0	3	1	9	0	0	0	5	1	1	3	3	6
136015	13	10	3	1	0	2	2	0	0	1	1	3	0	0	1	0	0	0	0	1
4344584	1	0	0	1	0	0	2	0	26	0	1	0	3	0	0	0	1	0	1	2
New.ReferenceOTU58337	3	0	5	0	5	0	0	1	0	0	0	0	0	0	3	17	2	2	0	0
New.ReferenceOTU9112	0	0	5	1	3	3	0	1	3	1	1	0	0	1	1	6	1	0	4	7
New.ReferenceOTU53705	2	0	0	0	4	1	0	0	0	0	0	1	0	0	13	14	2	1	0	0
New.ReferenceOTU49886	5	6	7	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
812021	3	12	5	1	0	2	0	0	2	0	0	1	1	1	5	0	2	0	3	0
New.ReferenceOTU16957	1	0	12	0	18	0	1	0	0	1	0	0	0	0	2	2	0	0	0	1
New.ReferenceOTU36902	0	0	0	4	0	18	3	4	0	0	2	4	1	1	0	1	0	0	0	0
4341099	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	2	13	0	5	11
317507	0	0	0	23	0	5	0	4	2	0	0	0	0	0	0	0	0	0	2	1
1108652	0	2	0	3	0	1	2	1	4	1	4	1	5	1	0	1	0	1	3	7
524595	5	0	4	2	3	3	3	2	0	4	1	1	0	0	2	3	1	0	3	0
4354415	5	1	4	1	6	2	0	1	0	0	1	1	0	5	3	5	0	1	1	0
305871	0	0	0	1	0	1	1	23	3	2	2	2	0	0	0	0	0	2	0	0
New.ReferenceOTU14331	0	0	1	0	0	0	0	0	0	4	3	0	0	0	1	7	2	1	8	10
New.ReferenceOTU24122	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	6	25	2	1
369635	22	4	0	1	0	0	0	1	0	0	0	2	3	0	0	3	0	0	0	1
New.ReferenceOTU17284	1	0	13	0	10	0	0	0	0	0	0	0	0	0	3	1	2	2	4	1
New.ReferenceOTU32625	0	0	0	1	0	0	2	3	0	0	1	1	1	0	6	4	15	1	2	0
New.ReferenceOTU1300	0	0	0	4	0	2	1	7	0	2	1	6	0	2	0	0	2	3	6	1
New.ReferenceOTU38203	0	0	0	4	1	4	3	0	0	1	1	0	0	0	4	9	0	1	1	8
New.ReferenceOTU50110	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	2	8	5	0	13
New.ReferenceOTU55704	16	3	9	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
New.ReferenceOTU57008	0	0	0	3	0	11	4	0	0	1	1	4	2	0	2	2	3	1	1	2
New.ReferenceOTU44365	0	0	0	2	0	0	1	0	2	0	2	6	9	14	0	0	0	1	0	0
New.ReferenceOTU23239	0	0	0	6	0	2	2	5	2	4	6	6	0	0	0	3	0	1	0	0
New.ReferenceOTU55841	0	0	0	0	0	0	0	1	0	1	1	1	2	1	1	0	0	5	22	1
84980	1	1	1	5	0	3	3	5	7	3	3	0	3	0	1	0	0	0	0	0
New.ReferenceOTU34124	0	0	0	3	4	1	1	0	0	0	3	0	1	3	0	6	2	9	3	0
New.ReferenceOTU28381	0	0	0	2	0	17	2	2	0	3	1	1	3	1	0	2	1	0	0	1
New.ReferenceOTU26621	0	0	0	1	0	3	1	2	3	0	2	9	5	1	0	0	6	1	2	0
New.ReferenceOTU2071	1	0	3	2	0	0	1	2	0	0	0	0	0	1	0	22	0	3	0	1
783224	0	0	0	3	0	3	1	1	0	2	0	0	0	18	0	2	0	2	2	2
New.ReferenceOTU3775	0	0	0	0	2	0	0	0	0	0	3	0	0	0	6	0	1	0	4	20
New.ReferenceOTU17545	0	0	1	3	1	3	2	0	0	2	3	3	3	2	6	0	2	3	2	0
New.ReferenceOTU14116	2	0	0	0	7	0	0	1	0	0	1	0	0	0	20	3	1	0	1	0
New.ReferenceOTU49442	0	0	0	3	0	7	6	11	3	5	1	0	0	0	0	0	0	0	0	0
2751664	3	21	0	3	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0
New.ReferenceOTU28483	1	0	1	1	0	0	3	0	3	4	2	0	3	2	1	3	7	5	0	0
New.ReferenceOTU56375	14	4	8	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
New.ReferenceOTU19383	0	0	0	0	0	12	6	4	1	2	1	2	4	2	0	2	0	0	0	0
New.ReferenceOTU38028	0	0	0	1	0	0	0	1	0	0	0	0	0	0	12	11	6	2	3	0
New.ReferenceOTU48006	0	0	0	5	0	2	4	7	0	15	2	0	1	0	0	0	0	0	0	0
New.ReferenceOTU34288	9	0	8	0	13	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0
New.ReferenceOTU29511	0	0	0	0	0	0	0	1	1	3	1	0	0	0	4	17	0	1	7	0
357011	0	0	0	5	0	0	0	6	0	4	0	0	0	0	9	6	0	2	1	2
4336516	3	1	1	2	9	1	0	4	1	2	0	1	0	0	1	3	1	0	0	5
542136	0	1	0	0	0	1	1	0	2	0	1	0	2	0	3	2	16	3	0	3
4387187	0	0	1	2	1	4	2	1	3	3	0	9	1	1	0	2	0	1	3	1
3996107	4	1	0	0	0	0	1	0	0	2	2	0	0	2	1	0	0	1	12	9
4476648	0	17	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	11
New.ReferenceOTU45772	0	1	0	0	4	0	0	0	7	0	1	0	0	4	1	0	0	1	4	12
4463892	6	5	0	0	0	2	5	1	1	0	0	6	4	0	0	4	1	0	0	0
New.ReferenceOTU11053	5	0	3	2	1	2	1	0	3	0	0	4	0	1	9	1	0	1	1	1
New.ReferenceOTU44715	0	0	1	0	0	0	4	1	5	1	0	0	2	2	2	4	11	2	0	0
New.ReferenceOTU33387	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	22	7
1085703	1	0	1	0	2	0	0	0	0	1	1	0	1	4	1	8	6	3	2	4
New.ReferenceOTU24830	0	0	0	4	1	0	2	1	5	8	0	0	0	0	0	11	1	0	0	2
4415163	0	2	0	6	0	3	0	0	7	2	0	0	1	13	0	1	0	0	0	0
82193	0	0	0	1	0	4	14	2	3	2	1	1	1	0	0	0	1	0	3	2
220866	0	0	0	0	4	0	2	2	0	1	1	0	0	1	1	14	0	1	2	6
110215	2	10	0	2	0	2	1	2	3	0	0	3	2	1	3	1	0	1	0	1
New.ReferenceOTU46738	0	0	0	4	0	5	8	15	1	0	1	0	0	0	0	0	0	0	0	0
New.ReferenceOTU17057	1	0	0	0	0	0	0	2	2	0	7	0	0	2	2	0	9	3	5	1
New.ReferenceOTU39083	0	0	1	0	0	0	0	1	1	3	2	1	0	3	3	3	0	0	13	3
842598	8	0	11	1	3	0	0	0	0	0	0	1	0	0	0	7	0	0	1	2
179018	11	7	2	1	2	0	1	0	3	0	1	0	3	0	2	1	0	0	0	0
New.ReferenceOTU48080	8	5	6	1	4	0	1	0	1	3	0	0	0	2	2	0	0	0	1	0
New.ReferenceOTU7616	2	0	3	3	0	1	1	0	1	1	4	0	0	4	4	0	1	0	8	1
New.ReferenceOTU23839	0	0	0	13	0	3	8	3	1	3	1	0	0	1	0	1	0	0	0	0
New.ReferenceOTU6234	7	0	6	2	5	2	0	1	0	0	0	1	0	1	1	6	0	2	0	0
New.ReferenceOTU27067	0	0	0	4	2	2	1	2	0	1	1	1	0	0	1	17	0	1	0	1
New.ReferenceOTU30417	1	0	0	1	0	6	5	0	1	4	1	2	0	0	2	2	2	3	1	3
New.ReferenceOTU42012	0	1	0	1	0	4	3	0	6	1	4	2	4	0	2	0	4	0	2	0
270402	0	1	1	2	5	1	0	0	0	2	1	3	11	0	2	1	2	0	0	2
2272797	9	5	2	5	0	0	0	0	4	0	0	0	0	5	0	2	0	0	1	1
New.ReferenceOTU39857	2	0	6	0	5	0	0	0	0	1	3	0	1	0	1	0	1	1	10	3
328147	0	0	0	0	0	1	0	17	7	3	0	0	0	0	0	4	0	0	0	1
New.ReferenceOTU39432	0	0	0	11	0	11	1	7	0	1	0	0	0	0	0	1	0	1	0	0
4357500	8	5	0	0	0	3	1	0	2	0	0	1	0	3	1	0	2	0	2	5
1142742	0	0	0	2	1	0	0	1	0	2	0	4	2	1	2	13	2	2	1	0
529782	0	0	0	4	0	0	0	1	0	0	1	0	4	1	0	0	1	1	14	6
New.ReferenceOTU53879	2	0	1	5	4	2	0	0	0	0	1	0	0	0	2	15	0	0	1	0
New.ReferenceOTU43626	0	1	1	4	1	0	1	0	12	0	0	1	8	4	0	0	0	0	0	0
700885	6	0	1	1	1	0	2	0	2	0	2	3	8	2	0	0	0	2	1	2
4439030	0	0	0	0	0	3	0	1	0	0	0	0	3	10	0	2	2	3	1	8
New.ReferenceOTU21959	0	0	1	9	1	5	0	2	1	1	1	7	0	0	1	3	0	1	0	0
New.ReferenceOTU7563	0	0	1	4	3	8	0	0	0	0	0	0	1	0	1	12	0	1	1	1
3528445	3	0	12	2	6	0	0	0	1	2	0	2	0	0	2	3	0	0	0	0
New.ReferenceOTU37911	0	0	0	4	0	5	2	5	6	7	2	0	0	1	0	1	0	0	0	0
226126	0	0	0	0	0	27	1	2	0	0	0	2	0	1	0	0	0	0	0	0
New.ReferenceOTU38268	0	0	0	3	0	9	4	6	2	2	4	0	1	0	0	0	0	0	1	1
New.ReferenceOTU44357	0	0	0	0	0	5	3	3	2	0	3	7	4	3	0	0	1	1	0	1
New.ReferenceOTU28495	0	0	0	1	2	1	1	2	2	2	1	1	2	3	1	5	1	1	1	6
New.ReferenceOTU50142	0	0	0	0	0	3	0	1	1	0	0	2	0	7	5	2	4	5	1	2
New.ReferenceOTU37556	10	3	8	2	3	2	0	3	0	1	0	1	0	0	0	0	0	0	0	0
New.ReferenceOTU57121	1	0	0	0	0	4	5	4	3	1	3	0	0	1	3	1	3	2	1	0
162725	1	0	0	1	1	0	1	2	3	0	0	0	0	0	6	2	5	2	3	5
538998	0	0	0	7	0	5	1	4	0	5	1	0	0	0	2	5	0	0	0	2
New.ReferenceOTU44309	1	0	0	0	0	0	1	3	3	0	1	8	10	1	3	1	0	0	0	0
New.ReferenceOTU24704	0	0	2	3	0	3	1	0	1	1	1	0	1	0	1	5	1	0	5	7
New.ReferenceOTU43277	0	0	0	5	0	1	7	5	4	8	1	0	0	0	0	1	0	0	0	0
845178	0	1	0	5	0	0	4	3	7	8	1	0	0	0	0	3	0	0	0	0
3576174	7	0	1	1	6	0	0	0	14	0	0	0	1	0	1	0	0	0	0	1
New.ReferenceOTU12084	0	0	1	10	0	3	4	1	4	5	1	0	0	0	1	2	0	0	0	0
New.ReferenceOTU29873	0	0	0	1	0	0	2	0	11	1	2	0	2	1	0	1	9	2	0	0
New.ReferenceOTU53955	10	1	8	1	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU25651	0	0	0	7	0	1	9	6	4	4	0	0	0	0	0	1	0	0	0	0
New.ReferenceOTU33687	0	0	0	6	0	3	3	1	1	5	4	0	0	0	5	0	0	0	2	2
New.ReferenceOTU45337	0	0	0	2	1	6	3	3	2	0	1	0	0	0	0	2	2	2	5	3
New.ReferenceOTU20422	0	0	0	0	0	5	0	4	1	0	0	1	1	4	0	1	1	2	5	7
4341734	4	0	2	4	4	1	0	1	0	0	0	0	0	0	0	1	1	1	12	1
New.ReferenceOTU25795	6	0	15	0	7	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
4466586	1	0	2	1	0	0	2	0	7	1	2	0	12	0	0	0	1	0	0	2
New.ReferenceOTU27656	1	14	0	0	3	0	0	1	2	0	0	0	0	2	1	0	1	3	2	1
656520	0	0	0	0	3	1	1	1	0	0	0	0	2	7	0	5	1	1	3	6
New.ReferenceOTU50807	0	0	0	0	0	3	0	5	0	13	5	1	0	0	1	0	0	0	1	2
807721	1	1	9	7	0	2	0	0	3	1	1	0	1	2	1	0	0	1	1	0
4482769	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	25	1	0	2
New.ReferenceOTU46023	0	0	3	0	13	0	0	1	0	0	0	0	1	0	6	1	0	0	5	1
New.ReferenceOTU24142	2	0	0	0	1	3	2	2	4	3	0	0	0	3	0	3	4	2	2	0
558742	0	1	0	0	0	1	3	0	2	0	2	1	0	3	2	1	0	1	1	13
204705	3	1	12	0	5	0	0	1	1	0	0	0	0	0	1	7	0	0	0	0
New.ReferenceOTU18807	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	6	3	3	12	1
New.ReferenceOTU42578	0	0	0	1	0	0	0	0	1	0	0	1	1	3	3	0	6	4	4	7
New.ReferenceOTU19370	1	0	1	2	2	1	1	0	0	2	1	0	0	0	6	10	1	0	2	1
New.ReferenceOTU39164	1	0	4	1	6	0	0	0	0	1	0	0	0	1	1	9	0	5	0	2
4369127	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	17	0	2	0	6
New.ReferenceOTU22813	0	0	0	7	0	2	1	0	0	1	0	0	0	0	3	15	0	0	1	0
New.ReferenceOTU53751	0	0	0	13	0	3	2	7	1	2	1	0	0	0	0	0	0	0	1	0
850748	2	0	1	1	0	0	0	0	5	0	3	0	5	2	1	0	0	0	1	9
4422321	0	11	0	2	0	2	0	1	2	0	0	1	1	0	0	0	8	1	0	1
355450	2	5	1	1	3	0	0	0	6	3	1	0	2	1	2	2	0	0	0	1
New.ReferenceOTU57466	2	0	2	4	6	1	1	0	0	0	0	0	0	0	4	9	0	1	0	0
New.ReferenceOTU1441	0	0	2	1	0	2	0	0	0	4	1	5	3	2	0	2	1	2	4	1
New.ReferenceOTU18000	0	0	0	0	0	1	5	3	6	2	2	3	2	3	0	0	2	0	1	0
New.ReferenceOTU31807	9	8	5	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	2	0
New.ReferenceOTU41720	0	0	0	1	0	4	1	6	4	1	2	4	2	0	0	1	2	2	0	0
864483	0	0	0	4	0	5	1	0	2	9	3	0	0	0	0	0	0	0	4	2
New.ReferenceOTU22707	7	1	1	1	2	0	1	0	2	0	0	0	0	1	8	1	1	0	3	1
New.ReferenceOTU23739	0	1	3	0	3	0	0	0	3	2	3	0	0	1	5	0	0	1	3	5
New.ReferenceOTU46602	0	0	0	1	0	0	5	2	6	0	4	4	0	0	0	0	1	0	5	2
New.ReferenceOTU49132	0	0	0	0	1	4	1	1	3	0	1	3	1	2	0	0	6	3	4	0
760417	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	10	13
106252	2	3	2	2	0	0	0	0	1	1	2	0	3	1	10	1	0	0	1	0
271012	0	0	0	3	0	5	0	2	1	0	1	0	0	0	1	15	0	1	0	0
843469	0	1	0	1	4	2	0	0	9	0	1	0	1	0	3	1	1	0	0	5
659063	0	1	0	13	1	2	0	0	0	2	0	1	3	6	0	0	0	0	0	0
1119886	0	3	0	8	2	3	1	0	0	0	0	0	0	1	7	3	0	0	0	1
New.ReferenceOTU32822	0	0	0	6	0	4	0	1	3	1	2	0	0	0	4	3	0	1	1	3
151232	0	0	2	5	0	2	5	8	1	0	0	0	0	0	5	1	0	0	0	0
New.ReferenceOTU1012	0	0	0	2	0	5	0	3	4	6	3	0	1	0	1	3	0	0	1	0
4379512	0	0	0	3	0	6	3	7	5	1	1	1	0	1	0	1	0	0	0	0
New.ReferenceOTU6827	0	1	1	0	2	0	1	1	0	1	0	0	0	0	2	5	0	1	8	6
4326967	0	0	0	3	1	1	0	1	1	5	1	0	0	0	0	0	0	0	2	14
New.ReferenceOTU48854	0	0	0	1	0	5	2	2	2	6	5	3	0	0	1	1	1	0	0	0
New.ReferenceOTU40726	0	0	0	1	6	0	1	1	1	1	3	0	2	5	0	2	0	2	2	2
New.ReferenceOTU33064	6	4	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU42264	0	0	0	1	0	4	5	5	3	0	5	0	0	0	0	0	0	0	6	0
New.ReferenceOTU48868	0	0	0	2	1	10	5	2	1	1	1	0	1	1	1	0	0	0	0	3
New.ReferenceOTU56662	0	0	1	1	0	1	2	0	0	0	0	0	5	10	0	0	3	1	3	2
2318497	6	2	5	4	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
New.ReferenceOTU50244	0	0	1	8	0	8	2	2	2	2	1	0	0	0	0	0	0	1	1	1
New.ReferenceOTU35569	1	4	2	1	0	2	1	0	0	2	2	4	0	0	1	2	2	2	2	1
196346	11	0	8	1	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
New.ReferenceOTU10201	1	0	0	0	0	0	4	1	5	2	1	1	2	0	1	4	6	1	0	0
New.ReferenceOTU15855	0	0	0	4	0	7	6	1	3	2	5	0	0	0	0	0	0	1	0	0
New.ReferenceOTU51135	3	0	5	1	1	0	0	0	0	0	2	1	0	3	7	1	2	0	2	1
New.ReferenceOTU53748	0	0	0	1	0	3	3	2	2	14	4	0	0	0	0	0	0	0	0	0
New.ReferenceOTU53982	0	0	0	5	0	4	4	1	4	4	2	2	0	0	0	1	0	0	1	1
New.ReferenceOTU15341	0	0	0	0	0	2	0	1	1	0	5	1	6	3	0	1	5	1	1	2
New.ReferenceOTU6621	0	0	0	0	0	5	6	3	4	1	1	3	2	2	0	0	0	0	2	0
3040916	4	9	5	2	3	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0
232505	0	0	0	2	0	0	0	2	0	2	2	10	3	5	0	0	0	1	2	0
New.ReferenceOTU19526	0	0	0	0	0	4	1	5	1	5	2	0	0	0	0	1	1	0	8	1
591693	3	2	0	7	0	2	1	7	4	1	0	0	0	0	1	0	0	0	0	0
4432759	0	0	0	3	0	1	1	2	0	0	1	1	2	1	0	0	1	0	1	14
New.ReferenceOTU18162	0	0	0	0	1	1	2	0	2	1	4	0	0	0	2	0	4	3	4	4
New.ReferenceOTU44716	0	0	6	2	2	0	0	0	1	0	0	1	3	0	1	0	1	1	3	7
365496	4	2	0	0	0	0	4	2	2	0	0	2	7	0	0	3	0	0	0	2
321586	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	18	0	1	6	0
831098	0	0	0	0	3	2	0	0	0	0	0	2	0	6	1	3	2	2	4	3
New.ReferenceOTU42174	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	5	1
New.ReferenceOTU43748	0	0	0	3	0	4	3	6	4	0	1	3	2	1	0	0	0	1	0	0
1119551	0	4	2	1	0	3	4	0	3	0	0	2	0	2	1	0	0	2	2	2
70217	1	0	2	3	2	1	0	0	10	2	2	0	5	0	0	0	0	0	0	0
40149	1	14	0	3	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	2
New.ReferenceOTU32091	0	0	0	6	0	5	4	3	1	5	4	0	0	0	0	0	0	0	0	0
New.ReferenceOTU11373	0	0	8	3	1	0	0	3	0	0	0	0	0	2	1	2	0	0	0	8
New.ReferenceOTU47669	0	0	0	0	0	3	4	6	2	7	4	1	0	0	0	1	0	0	0	0
New.ReferenceOTU58086	0	0	0	0	1	7	2	1	2	0	5	0	2	3	1	0	1	1	1	1
New.ReferenceOTU50168	0	0	0	0	0	2	4	5	1	8	0	5	1	1	0	1	0	0	0	0
4449456	2	0	2	1	0	1	0	0	5	2	0	0	6	0	1	2	0	1	0	4
New.ReferenceOTU46864	0	0	0	1	0	1	0	0	0	1	0	0	0	0	10	14	0	0	0	0
1124040	4	1	3	0	0	1	5	1	1	0	0	2	3	0	2	4	0	0	0	0
1656940	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	15	7
New.ReferenceOTU22239	0	0	0	0	0	0	0	0	0	1	0	8	2	7	5	3	0	0	1	0
1141523	0	0	1	0	1	0	1	0	8	0	3	1	6	0	2	0	0	2	1	1
86562	8	3	2	0	0	2	0	0	0	0	3	4	1	0	1	0	2	0	1	0
4323897	0	0	0	4	0	12	4	5	2	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU2627	0	0	0	3	0	1	1	0	4	0	1	5	8	1	0	0	1	2	0	0
New.ReferenceOTU50309	0	0	0	0	2	0	0	0	4	0	2	0	2	4	0	2	3	1	6	1
New.ReferenceOTU53762	0	2	7	5	5	1	1	2	0	2	0	0	0	0	0	1	0	1	0	0
4003061	0	2	2	5	0	2	0	0	6	0	1	4	4	0	0	0	0	1	0	0
New.ReferenceOTU12903	0	0	0	6	0	6	1	4	2	0	1	1	0	0	1	5	0	0	0	0
New.ReferenceOTU37916	0	0	0	6	2	4	2	0	2	2	0	0	0	0	4	4	0	1	0	0
752630	5	9	5	0	1	1	2	0	0	0	0	0	1	0	0	2	1	0	0	0
99071	2	0	1	0	0	0	0	0	1	1	2	0	0	1	0	0	5	3	1	10
New.ReferenceOTU37835	0	0	1	3	0	1	2	1	2	4	1	3	2	2	0	1	1	2	0	1
193171	1	5	3	4	3	0	0	0	3	2	0	1	1	0	3	0	0	0	0	1
New.ReferenceOTU5691	0	0	0	0	0	4	2	0	0	4	2	3	1	1	6	0	2	0	2	0
693641	2	7	6	4	2	1	0	0	2	0	1	0	0	1	0	1	0	0	0	0
New.ReferenceOTU9174	1	1	3	0	0	0	0	0	0	0	1	0	0	2	8	1	3	1	5	1
3487653	1	12	2	1	1	0	0	0	3	0	1	1	1	1	1	0	1	0	0	0
343608	0	0	0	4	0	3	2	4	6	1	0	0	0	1	0	0	2	0	3	0
311244	1	0	4	11	4	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
4318208	4	2	1	4	0	0	2	1	3	0	0	2	2	0	1	2	0	0	0	2
2209903	1	1	1	2	0	3	1	1	3	0	1	4	0	1	4	3	0	0	0	0
New.ReferenceOTU52486	0	0	0	2	0	1	1	5	1	4	1	5	3	3	0	0	0	0	0	0
New.ReferenceOTU36667	0	0	0	1	2	0	1	1	0	0	1	0	1	0	1	2	3	1	7	5
